,title,genres,averagerating,numvotes,primary_name,status,category,production_budget,domestic_gross,worldwide_gross,month,year,foreign_gross
0,#Horror,"Crime,Drama,Horror",3.0,3092,Tara Subkoff,Working,director,1500000,0,0,Nov,2015,0
1,#Horror,"Crime,Drama,Horror",3.0,3092,Brendan Walsh,Working,producer,1500000,0,0,Nov,2015,0
2,#Horror,"Crime,Drama,Horror",3.0,3092,Oren Segal,Working,producer,1500000,0,0,Nov,2015,0
3,#Horror,"Crime,Drama,Horror",3.0,3092,Haley Murphy,Working,actress,1500000,0,0,Nov,2015,0
4,#Horror,"Crime,Drama,Horror",3.0,3092,Jason Ludman,Working,producer,1500000,0,0,Nov,2015,0
5,#Horror,"Crime,Drama,Horror",3.0,3092,Bridget McGarry,Working,actress,1500000,0,0,Nov,2015,0
6,#Horror,"Crime,Drama,Horror",3.0,3092,Sadie Seelert,Working,actress,1500000,0,0,Nov,2015,0
7,#Horror,"Crime,Drama,Horror",3.0,3092,Blue Lindeberg,Working,actress,1500000,0,0,Nov,2015,0
8,#Horror,"Crime,Drama,Horror",3.0,3092,Erika M. Anderson,Working,composer,1500000,0,0,Nov,2015,0
9,#Horror,"Crime,Drama,Horror",3.0,3092,Leif Shackelford,Working,composer,1500000,0,0,Nov,2015,0
10,10 Cloverfield Lane,"Drama,Horror,Mystery",7.2,260383,John Goodman,Working,actor,5000000,72082999,108286422,Mar,2016,36203423
11,10 Cloverfield Lane,"Drama,Horror,Mystery",7.2,260383,J.J. Abrams,Working,producer,5000000,72082999,108286422,Mar,2016,36203423
12,10 Cloverfield Lane,"Drama,Horror,Mystery",7.2,260383,John Gallagher Jr.,Working,actor,5000000,72082999,108286422,Mar,2016,36203423
13,10 Cloverfield Lane,"Drama,Horror,Mystery",7.2,260383,Douglas M. Griffin,Working,actor,5000000,72082999,108286422,Mar,2016,36203423
14,10 Cloverfield Lane,"Drama,Horror,Mystery",7.2,260383,Dan Trachtenberg,Working,director,5000000,72082999,108286422,Mar,2016,36203423
15,10 Cloverfield Lane,"Drama,Horror,Mystery",7.2,260383,Mary Elizabeth Winstead,Working,actress,5000000,72082999,108286422,Mar,2016,36203423
16,10 Cloverfield Lane,"Drama,Horror,Mystery",7.2,260383,Josh Campbell,Working,writer,5000000,72082999,108286422,Mar,2016,36203423
17,10 Cloverfield Lane,"Drama,Horror,Mystery",7.2,260383,Matthew Stuecken,Working,writer,5000000,72082999,108286422,Mar,2016,36203423
18,10 Cloverfield Lane,"Drama,Horror,Mystery",7.2,260383,Damien Chazelle,Working,writer,5000000,72082999,108286422,Mar,2016,36203423
19,10 Cloverfield Lane,"Drama,Horror,Mystery",7.2,260383,Lindsey Weber,Working,producer,5000000,72082999,108286422,Mar,2016,36203423
20,10 Days in a Madhouse,Drama,6.7,1114,Christopher Lambert,Working,actor,12000000,14616,14616,Nov,2015,0
21,10 Days in a Madhouse,Drama,6.7,1114,Kelly LeBrock,Working,actress,12000000,14616,14616,Nov,2015,0
22,10 Days in a Madhouse,Drama,6.7,1114,Julia Chantrey,Working,actress,12000000,14616,14616,Nov,2015,0
23,10 Days in a Madhouse,Drama,6.7,1114,Timothy Hines,Working,director,12000000,14616,14616,Nov,2015,0
24,10 Days in a Madhouse,Drama,6.7,1114,Martin Wiley,Working,producer,12000000,14616,14616,Nov,2015,0
25,10 Days in a Madhouse,Drama,6.7,1114,Susan Goforth,Working,producer,12000000,14616,14616,Nov,2015,0
26,10 Days in a Madhouse,Drama,6.7,1114,Jamie Hall,Working,composer,12000000,14616,14616,Nov,2015,0
27,10 Days in a Madhouse,Drama,6.7,1114,Andrew Malcolm,Working,producer,12000000,14616,14616,Nov,2015,0
28,10 Days in a Madhouse,Drama,6.7,1114,Caroline Barry,Working,actress,12000000,14616,14616,Nov,2015,0
29,10 Days in a Madhouse,Drama,6.7,1114,Aaron R.F. Anderson,Working,cinematographer,12000000,14616,14616,Nov,2015,0
30,12 Rounds,"Action,Drama,Romance",8.1,11,Aram Diaz,Working,cinematographer,20000000,12234694,17306648,Mar,2009,5071954
31,12 Rounds,"Action,Drama,Romance",8.1,11,Gabriel Soriano,Working,director,20000000,12234694,17306648,Mar,2009,5071954
32,12 Rounds,"Action,Drama,Romance",8.1,11,Mauricio Fernandez,Working,actor,20000000,12234694,17306648,Mar,2009,5071954
33,12 Rounds,"Action,Drama,Romance",8.1,11,Eduardo España,Working,actor,20000000,12234694,17306648,Mar,2009,5071954
34,12 Rounds,"Action,Drama,Romance",8.1,11,Juan Manuel Figueroa,Working,editor,20000000,12234694,17306648,Mar,2009,5071954
35,12 Rounds,"Action,Drama,Romance",8.1,11,Mario Osuna,Working,composer,20000000,12234694,17306648,Mar,2009,5071954
36,12 Rounds,"Action,Drama,Romance",8.1,11,Elsa Marquez,Working,actress,20000000,12234694,17306648,Mar,2009,5071954
37,12 Rounds,"Action,Drama,Romance",8.1,11,June Mock,Working,actor,20000000,12234694,17306648,Mar,2009,5071954
38,12 Rounds,"Action,Drama,Romance",8.1,11,Cassandra Salazar,Working,producer,20000000,12234694,17306648,Mar,2009,5071954
39,12 Strong,"Action,Drama,History",6.6,50155,Jerry Bruckheimer,Working,producer,35000000,45819713,71118378,Jan,2018,25298665
40,12 Strong,"Action,Drama,History",6.6,50155,Peter Craig,Working,writer,35000000,45819713,71118378,Jan,2018,25298665
41,12 Strong,"Action,Drama,History",6.6,50155,Thad Luckinbill,Working,producer,35000000,45819713,71118378,Jan,2018,25298665
42,12 Strong,"Action,Drama,History",6.6,50155,Michael Peña,Working,actor,35000000,45819713,71118378,Jan,2018,25298665
43,12 Strong,"Action,Drama,History",6.6,50155,Michael Shannon,Working,actor,35000000,45819713,71118378,Jan,2018,25298665
44,12 Strong,"Action,Drama,History",6.6,50155,Ted Tally,Working,writer,35000000,45819713,71118378,Jan,2018,25298665
45,12 Strong,"Action,Drama,History",6.6,50155,Navid Negahban,Working,actor,35000000,45819713,71118378,Jan,2018,25298665
46,12 Strong,"Action,Drama,History",6.6,50155,Chris Hemsworth,Working,actor,35000000,45819713,71118378,Jan,2018,25298665
47,12 Strong,"Action,Drama,History",6.6,50155,Doug Stanton,Working,writer,35000000,45819713,71118378,Jan,2018,25298665
48,12 Strong,"Action,Drama,History",6.6,50155,Nicolai Fuglsig,Working,director,35000000,45819713,71118378,Jan,2018,25298665
49,12 Years a Slave,"Biography,Drama,History",8.1,577301,Brad Pitt,Working,actor,20000000,56671993,181025343,Oct,2013,124353350
50,12 Years a Slave,"Biography,Drama,History",8.1,577301,Chiwetel Ejiofor,Working,actor,20000000,56671993,181025343,Oct,2013,124353350
51,12 Years a Slave,"Biography,Drama,History",8.1,577301,Dede Gardner,Working,producer,20000000,56671993,181025343,Oct,2013,124353350
52,12 Years a Slave,"Biography,Drama,History",8.1,577301,Anthony Katagas,Working,producer,20000000,56671993,181025343,Oct,2013,124353350
53,12 Years a Slave,"Biography,Drama,History",8.1,577301,John Ridley,Working,writer,20000000,56671993,181025343,Oct,2013,124353350
54,12 Years a Slave,"Biography,Drama,History",8.1,577301,Michael Kenneth Williams,Working,actor,20000000,56671993,181025343,Oct,2013,124353350
55,12 Years a Slave,"Biography,Drama,History",8.1,577301,Michael Fassbender,Working,actor,20000000,56671993,181025343,Oct,2013,124353350
56,12 Years a Slave,"Biography,Drama,History",8.1,577301,Solomon Northup,Passed,writer,20000000,56671993,181025343,Oct,2013,124353350
57,12 Years a Slave,"Biography,Drama,History",8.1,577301,Jeremy Kleiner,Working,producer,20000000,56671993,181025343,Oct,2013,124353350
58,12 Years a Slave,"Biography,Drama,History",8.1,577301,Steve McQueen,Working,director,20000000,56671993,181025343,Oct,2013,124353350
59,127 Hours,"Adventure,Biography,Drama",7.6,323949,Danny Boyle,Working,director,18000000,18335230,60217171,Nov,2010,41881941
60,127 Hours,"Adventure,Biography,Drama",7.6,323949,A.R. Rahman,Working,composer,18000000,18335230,60217171,Nov,2010,41881941
61,127 Hours,"Adventure,Biography,Drama",7.6,323949,Simon Beaufoy,Working,writer,18000000,18335230,60217171,Nov,2010,41881941
62,127 Hours,"Adventure,Biography,Drama",7.6,323949,James Franco,Working,actor,18000000,18335230,60217171,Nov,2010,41881941
63,127 Hours,"Adventure,Biography,Drama",7.6,323949,Kate Mara,Working,actress,18000000,18335230,60217171,Nov,2010,41881941
64,127 Hours,"Adventure,Biography,Drama",7.6,323949,John Smithson,Working,producer,18000000,18335230,60217171,Nov,2010,41881941
65,127 Hours,"Adventure,Biography,Drama",7.6,323949,Amber Tamblyn,Working,actress,18000000,18335230,60217171,Nov,2010,41881941
66,127 Hours,"Adventure,Biography,Drama",7.6,323949,Christian Colson,Working,producer,18000000,18335230,60217171,Nov,2010,41881941
67,127 Hours,"Adventure,Biography,Drama",7.6,323949,Aron Ralston,Working,writer,18000000,18335230,60217171,Nov,2010,41881941
68,127 Hours,"Adventure,Biography,Drama",7.6,323949,Sean Bott,Working,actor,18000000,18335230,60217171,Nov,2010,41881941
69,13 Sins,"Horror,Thriller",6.3,29550,David Birke,Working,writer,4000000,9134,47552,Apr,2014,38418
70,13 Sins,"Horror,Thriller",6.3,29550,Tom Bower,Working,actor,4000000,9134,47552,Apr,2014,38418
71,13 Sins,"Horror,Thriller",6.3,29550,Kiki Miyake,Working,producer,4000000,9134,47552,Apr,2014,38418
72,13 Sins,"Horror,Thriller",6.3,29550,Daniel Stamm,Working,director,4000000,9134,47552,Apr,2014,38418
73,13 Sins,"Horror,Thriller",6.3,29550,Mark Webber,Working,actor,4000000,9134,47552,Apr,2014,38418
74,13 Sins,"Horror,Thriller",6.3,29550,Chookiat Sakveerakul,Working,writer,4000000,9134,47552,Apr,2014,38418
75,13 Sins,"Horror,Thriller",6.3,29550,Devon Graye,Working,actor,4000000,9134,47552,Apr,2014,38418
76,13 Sins,"Horror,Thriller",6.3,29550,Rutina Wesley,Working,actress,4000000,9134,47552,Apr,2014,38418
77,13 Sins,"Horror,Thriller",6.3,29550,Brian Kavanaugh-Jones,Working,producer,4000000,9134,47552,Apr,2014,38418
78,13 Sins,"Horror,Thriller",6.3,29550,Eakasit Thairaat,Working,writer,4000000,9134,47552,Apr,2014,38418
79,1982,Drama,7.0,221,Wayne Brady,Working,actor,1000000,0,0,Mar,2016,0
80,1982,Drama,7.0,221,Sharon Leal,Working,actress,1000000,0,0,Mar,2016,0
81,1982,Drama,7.0,221,Bokeem Woodbine,Working,actor,1000000,0,0,Mar,2016,0
82,1982,Drama,7.0,221,Daniel Vecchione,Working,cinematographer,1000000,0,0,Mar,2016,0
83,1982,Drama,7.0,221,John Jennings Boyd,Working,composer,1000000,0,0,Mar,2016,0
84,1982,Drama,7.0,221,Tommy Oliver,Working,director,1000000,0,0,Mar,2016,0
85,1982,Drama,7.0,221,Quinton Aaron,Working,actor,1000000,0,0,Mar,2016,0
86,1982,Drama,7.0,221,Tovah Leibowitz,Working,editor,1000000,0,0,Mar,2016,0
87,1982,Drama,7.0,221,Maggie Ruder,Working,production_designer,1000000,0,0,Mar,2016,0
88,2 Guns,"Action,Comedy,Crime",6.7,182025,Bill Paxton,Passed,actor,61000000,75612460,132493015,Aug,2013,56880555
89,2 Guns,"Action,Comedy,Crime",6.7,182025,Mark Wahlberg,Working,actor,61000000,75612460,132493015,Aug,2013,56880555
90,2 Guns,"Action,Comedy,Crime",6.7,182025,Denzel Washington,Working,actor,61000000,75612460,132493015,Aug,2013,56880555
91,2 Guns,"Action,Comedy,Crime",6.7,182025,Randall Emmett,Working,producer,61000000,75612460,132493015,Aug,2013,56880555
92,2 Guns,"Action,Comedy,Crime",6.7,182025,George Furla,Working,producer,61000000,75612460,132493015,Aug,2013,56880555
93,2 Guns,"Action,Comedy,Crime",6.7,182025,Baltasar Kormákur,Working,director,61000000,75612460,132493015,Aug,2013,56880555
94,2 Guns,"Action,Comedy,Crime",6.7,182025,Andrew Cosby,Working,producer,61000000,75612460,132493015,Aug,2013,56880555
95,2 Guns,"Action,Comedy,Crime",6.7,182025,Blake Masters,Working,writer,61000000,75612460,132493015,Aug,2013,56880555
96,2 Guns,"Action,Comedy,Crime",6.7,182025,Steven Grant,Working,writer,61000000,75612460,132493015,Aug,2013,56880555
97,2 Guns,"Action,Comedy,Crime",6.7,182025,Paula Patton,Working,actress,61000000,75612460,132493015,Aug,2013,56880555
98,21,Horror,7.2,23,Jaishankar Chigurula,Working,director,35000000,81159365,159846429,Mar,2008,78687064
99,21,Horror,7.2,23,Abhishek Walimbe,Working,composer,35000000,81159365,159846429,Mar,2008,78687064
100,21,Horror,7.2,23,Srivaas,Working,cinematographer,35000000,81159365,159846429,Mar,2008,78687064
101,21,Horror,7.2,23,Viswa Kamal,Working,actor,35000000,81159365,159846429,Mar,2008,78687064
102,21,Horror,7.2,23,Vindhya Yadav,Working,actress,35000000,81159365,159846429,Mar,2008,78687064
103,21,Horror,7.2,23,Naveen Maryada,Working,actor,35000000,81159365,159846429,Mar,2008,78687064
104,21 Jump Street,"Action,Comedy,Crime",7.2,477771,Ice Cube,Working,actor,42000000,138447667,202812429,Mar,2012,64364762
105,21 Jump Street,"Action,Comedy,Crime",7.2,477771,Stephen J. Cannell,Passed,writer,42000000,138447667,202812429,Mar,2012,64364762
106,21 Jump Street,"Action,Comedy,Crime",7.2,477771,Michael Bacall,Working,writer,42000000,138447667,202812429,Mar,2012,64364762
107,21 Jump Street,"Action,Comedy,Crime",7.2,477771,Patrick Hasburgh,Working,writer,42000000,138447667,202812429,Mar,2012,64364762
108,21 Jump Street,"Action,Comedy,Crime",7.2,477771,Brie Larson,Working,actress,42000000,138447667,202812429,Mar,2012,64364762
109,21 Jump Street,"Action,Comedy,Crime",7.2,477771,Phil Lord,Working,director,42000000,138447667,202812429,Mar,2012,64364762
110,21 Jump Street,"Action,Comedy,Crime",7.2,477771,Christopher Miller,Working,director,42000000,138447667,202812429,Mar,2012,64364762
111,21 Jump Street,"Action,Comedy,Crime",7.2,477771,Neal H. Moritz,Working,producer,42000000,138447667,202812429,Mar,2012,64364762
112,21 Jump Street,"Action,Comedy,Crime",7.2,477771,Channing Tatum,Working,actor,42000000,138447667,202812429,Mar,2012,64364762
113,21 Jump Street,"Action,Comedy,Crime",7.2,477771,Jonah Hill,Working,actor,42000000,138447667,202812429,Mar,2012,64364762
114,22 Jump Street,"Action,Comedy,Crime",7.0,319504,Ice Cube,Working,actor,50000000,191719337,331333876,Jun,2014,139614539
115,22 Jump Street,"Action,Comedy,Crime",7.0,319504,Michael Bacall,Working,writer,50000000,191719337,331333876,Jun,2014,139614539
116,22 Jump Street,"Action,Comedy,Crime",7.0,319504,Patrick Hasburgh,Working,writer,50000000,191719337,331333876,Jun,2014,139614539
117,22 Jump Street,"Action,Comedy,Crime",7.0,319504,Phil Lord,Working,director,50000000,191719337,331333876,Jun,2014,139614539
118,22 Jump Street,"Action,Comedy,Crime",7.0,319504,Christopher Miller,Working,director,50000000,191719337,331333876,Jun,2014,139614539
119,22 Jump Street,"Action,Comedy,Crime",7.0,319504,Nick Offerman,Working,actor,50000000,191719337,331333876,Jun,2014,139614539
120,22 Jump Street,"Action,Comedy,Crime",7.0,319504,Rodney Rothman,Working,writer,50000000,191719337,331333876,Jun,2014,139614539
121,22 Jump Street,"Action,Comedy,Crime",7.0,319504,Channing Tatum,Working,actor,50000000,191719337,331333876,Jun,2014,139614539
122,22 Jump Street,"Action,Comedy,Crime",7.0,319504,Jonah Hill,Working,actor,50000000,191719337,331333876,Jun,2014,139614539
123,22 Jump Street,"Action,Comedy,Crime",7.0,319504,Oren Uziel,Working,writer,50000000,191719337,331333876,Jun,2014,139614539
124,23 Blast,"Drama,Family,Sport",6.5,1567,Stephen Lang,Working,actor,1000000,549185,549185,Oct,2014,0
125,23 Blast,"Drama,Family,Sport",6.5,1567,Matt Mayer,Working,editor,1000000,549185,549185,Oct,2014,0
126,23 Blast,"Drama,Family,Sport",6.5,1567,Dylan Baker,Working,director,1000000,549185,549185,Oct,2014,0
127,23 Blast,"Drama,Family,Sport",6.5,1567,Gary Donatelli,Working,producer,1000000,549185,549185,Oct,2014,0
128,23 Blast,"Drama,Family,Sport",6.5,1567,Jay Silver,Working,cinematographer,1000000,549185,549185,Oct,2014,0
129,23 Blast,"Drama,Family,Sport",6.5,1567,John Carta,Working,composer,1000000,549185,549185,Oct,2014,0
130,23 Blast,"Drama,Family,Sport",6.5,1567,Bram Hoover,Working,actor,1000000,549185,549185,Oct,2014,0
131,23 Blast,"Drama,Family,Sport",6.5,1567,Toni Hoover,Working,writer,1000000,549185,549185,Oct,2014,0
132,23 Blast,"Drama,Family,Sport",6.5,1567,Max Adler,Working,actor,1000000,549185,549185,Oct,2014,0
133,23 Blast,"Drama,Family,Sport",6.5,1567,Mark Hapka,Working,actor,1000000,549185,549185,Oct,2014,0
134,3,"Comedy,Drama,Romance",6.7,4722,Stefan Arndt,Working,producer,7200000,59774,295492,Sep,2011,235718
135,3,"Comedy,Drama,Romance",6.7,4722,Sophie Rois,Working,actress,7200000,59774,295492,Sep,2011,235718
136,3,"Comedy,Drama,Romance",6.7,4722,Frank Griebe,Working,cinematographer,7200000,59774,295492,Sep,2011,235718
137,3,"Comedy,Drama,Romance",6.7,4722,Reinhold Heil,Working,composer,7200000,59774,295492,Sep,2011,235718
138,3,"Comedy,Drama,Romance",6.7,4722,Johnny Klimek,Working,composer,7200000,59774,295492,Sep,2011,235718
139,3,"Comedy,Drama,Romance",6.7,4722,Sebastian Schipper,Working,actor,7200000,59774,295492,Sep,2011,235718
140,3,"Comedy,Drama,Romance",6.7,4722,Devid Striesow,Working,actor,7200000,59774,295492,Sep,2011,235718
141,3,"Comedy,Drama,Romance",6.7,4722,Tom Tykwer,Working,director,7200000,59774,295492,Sep,2011,235718
142,3,"Comedy,Drama,Romance",6.7,4722,Angela Winkler,Working,actress,7200000,59774,295492,Sep,2011,235718
143,3,"Comedy,Drama,Romance",6.7,4722,Gabriel Isaac Mounsey,Working,composer,7200000,59774,295492,Sep,2011,235718
144,3,"Drama,Mystery,Romance",7.2,3471,Bhanupriya,Working,actress,7200000,59774,295492,Sep,2011,235718
145,3,"Drama,Mystery,Romance",7.2,3471,Prabhu,Working,actor,7200000,59774,295492,Sep,2011,235718
146,3,"Drama,Mystery,Romance",7.2,3471,Kasthuri Raja,Working,producer,7200000,59774,295492,Sep,2011,235718
147,3,"Drama,Mystery,Romance",7.2,3471,Dhanush,Working,actor,7200000,59774,295492,Sep,2011,235718
148,3,"Drama,Mystery,Romance",7.2,3471,Velraj,Working,cinematographer,7200000,59774,295492,Sep,2011,235718
149,3,"Drama,Mystery,Romance",7.2,3471,Shruti Haasan,Working,actress,7200000,59774,295492,Sep,2011,235718
150,3,"Drama,Mystery,Romance",7.2,3471,Kola Bhaskar,Working,editor,7200000,59774,295492,Sep,2011,235718
151,3,"Drama,Mystery,Romance",7.2,3471,Aishwarya Dhanush,Working,director,7200000,59774,295492,Sep,2011,235718
152,3,"Drama,Mystery,Romance",7.2,3471,Anirudh Ravichander,Working,composer,7200000,59774,295492,Sep,2011,235718
153,3,"Comedy,Drama",6.1,101,Gonzalo Delgado,Working,writer,7200000,59774,295492,Sep,2011,235718
154,3,"Comedy,Drama",6.1,101,Juan Pablo Rebella,Passed,writer,7200000,59774,295492,Sep,2011,235718
155,3,"Comedy,Drama",6.1,101,Pablo Stoll,Working,director,7200000,59774,295492,Sep,2011,235718
156,3,"Comedy,Drama",6.1,101,Barbara Alvarez,Working,cinematographer,7200000,59774,295492,Sep,2011,235718
157,3,"Comedy,Drama",6.1,101,Sara Bessio,Working,actress,7200000,59774,295492,Sep,2011,235718
158,3,"Comedy,Drama",6.1,101,Humberto De Vargas,Working,actor,7200000,59774,295492,Sep,2011,235718
159,3,"Comedy,Drama",6.1,101,Néstor Guzzini,Working,actor,7200000,59774,295492,Sep,2011,235718
160,3,"Comedy,Drama",6.1,101,Anaclara Ferreyra Palfy,Working,actress,7200000,59774,295492,Sep,2011,235718
161,3,"Comedy,Drama",6.1,101,Reverb,Working,composer,7200000,59774,295492,Sep,2011,235718
162,3,"Comedy,Drama",6.1,101,Sebastián del Muro Eiras,Working,composer,7200000,59774,295492,Sep,2011,235718
163,3,"Horror,Mystery,Thriller",3.9,166,Mike Stanley,Working,actor,7200000,59774,295492,Sep,2011,235718
164,3,"Horror,Mystery,Thriller",3.9,166,William Schweikert,Working,cinematographer,7200000,59774,295492,Sep,2011,235718
165,3,"Horror,Mystery,Thriller",3.9,166,Jim Adams,Working,actor,7200000,59774,295492,Sep,2011,235718
166,3,"Horror,Mystery,Thriller",3.9,166,Michael Damon,Working,composer,7200000,59774,295492,Sep,2011,235718
167,3,"Horror,Mystery,Thriller",3.9,166,Aniela McGuinness,Working,actress,7200000,59774,295492,Sep,2011,235718
168,3,"Horror,Mystery,Thriller",3.9,166,Todd Bruno,Working,actor,7200000,59774,295492,Sep,2011,235718
169,3,"Horror,Mystery,Thriller",3.9,166,Lou Simon,Working,director,7200000,59774,295492,Sep,2011,235718
170,3,"Horror,Mystery,Thriller",3.9,166,Alan Hanna,Working,producer,7200000,59774,295492,Sep,2011,235718
171,3 Backyards,Drama,5.0,611,Elias Koteas,Working,actor,300000,39475,39475,Mar,2011,0
172,3 Backyards,Drama,5.0,611,Kathryn Erbe,Working,actress,300000,39475,39475,Mar,2011,0
173,3 Backyards,Drama,5.0,611,Edie Falco,Working,actress,300000,39475,39475,Mar,2011,0
174,3 Backyards,Drama,5.0,611,Kasper Tuxen,Working,cinematographer,300000,39475,39475,Mar,2011,0
175,3 Backyards,Drama,5.0,611,Rocco Caruso,Working,producer,300000,39475,39475,Mar,2011,0
176,3 Backyards,Drama,5.0,611,Eric Mendelsohn,Working,director,300000,39475,39475,Mar,2011,0
177,3 Backyards,Drama,5.0,611,Michael Nicholas,Working,composer,300000,39475,39475,Mar,2011,0
178,3 Backyards,Drama,5.0,611,Morgan Faust,Working,editor,300000,39475,39475,Mar,2011,0
179,3 Backyards,Drama,5.0,611,Amy Durning,Working,producer,300000,39475,39475,Mar,2011,0
180,3 Backyards,Drama,5.0,611,Rachel Resheff,Working,actress,300000,39475,39475,Mar,2011,0
181,3 Days to Kill,"Action,Drama,Thriller",6.2,81681,Luc Besson,Working,writer,28000000,30697999,38959900,Feb,2014,8261901
182,3 Days to Kill,"Action,Drama,Thriller",6.2,81681,Kevin Costner,Working,actor,28000000,30697999,38959900,Feb,2014,8261901
183,3 Days to Kill,"Action,Drama,Thriller",6.2,81681,Connie Nielsen,Working,actress,28000000,30697999,38959900,Feb,2014,8261901
184,3 Days to Kill,"Action,Drama,Thriller",6.2,81681,Adi Hasak,Working,writer,28000000,30697999,38959900,Feb,2014,8261901
185,3 Days to Kill,"Action,Drama,Thriller",6.2,81681,McG,Working,director,28000000,30697999,38959900,Feb,2014,8261901
186,3 Days to Kill,"Action,Drama,Thriller",6.2,81681,Guillaume Roussel,Working,composer,28000000,30697999,38959900,Feb,2014,8261901
187,3 Days to Kill,"Action,Drama,Thriller",6.2,81681,Ryan Kavanaugh,Working,producer,28000000,30697999,38959900,Feb,2014,8261901
188,3 Days to Kill,"Action,Drama,Thriller",6.2,81681,Amber Heard,Working,actress,28000000,30697999,38959900,Feb,2014,8261901
189,3 Days to Kill,"Action,Drama,Thriller",6.2,81681,Marc Libert,Working,producer,28000000,30697999,38959900,Feb,2014,8261901
190,3 Days to Kill,"Action,Drama,Thriller",6.2,81681,Hailee Steinfeld,Working,actress,28000000,30697999,38959900,Feb,2014,8261901
191,30 Minutes or Less,"Action,Comedy,Crime",6.1,87254,Ben Stiller,Working,producer,28000000,37053924,40966716,Aug,2011,3912792
192,30 Minutes or Less,"Action,Comedy,Crime",6.1,87254,Stuart Cornfeld,Working,producer,28000000,37053924,40966716,Aug,2011,3912792
193,30 Minutes or Less,"Action,Comedy,Crime",6.1,87254,Jesse Eisenberg,Working,actor,28000000,37053924,40966716,Aug,2011,3912792
194,30 Minutes or Less,"Action,Comedy,Crime",6.1,87254,Ruben Fleischer,Working,director,28000000,37053924,40966716,Aug,2011,3912792
195,30 Minutes or Less,"Action,Comedy,Crime",6.1,87254,Jeremy Kramer,Working,producer,28000000,37053924,40966716,Aug,2011,3912792
196,30 Minutes or Less,"Action,Comedy,Crime",6.1,87254,Nick Swardson,Working,actor,28000000,37053924,40966716,Aug,2011,3912792
197,30 Minutes or Less,"Action,Comedy,Crime",6.1,87254,Danny McBride,Working,actor,28000000,37053924,40966716,Aug,2011,3912792
198,30 Minutes or Less,"Action,Comedy,Crime",6.1,87254,Aziz Ansari,Working,actor,28000000,37053924,40966716,Aug,2011,3912792
199,30 Minutes or Less,"Action,Comedy,Crime",6.1,87254,Michael Diliberti,Working,writer,28000000,37053924,40966716,Aug,2011,3912792
200,30 Minutes or Less,"Action,Comedy,Crime",6.1,87254,Matthew Sullivan,Working,writer,28000000,37053924,40966716,Aug,2011,3912792
201,300: Rise of an Empire,"Action,Fantasy,War",6.2,262978,Mark Canton,Working,producer,110000000,106580051,330780051,Mar,2014,224200000
202,300: Rise of an Empire,"Action,Fantasy,War",6.2,262978,Bernie Goldmann,Working,producer,110000000,106580051,330780051,Mar,2014,224200000
203,300: Rise of an Empire,"Action,Fantasy,War",6.2,262978,Lena Headey,Working,actress,110000000,106580051,330780051,Mar,2014,224200000
204,300: Rise of an Empire,"Action,Fantasy,War",6.2,262978,Kurt Johnstad,Working,writer,110000000,106580051,330780051,Mar,2014,224200000
205,300: Rise of an Empire,"Action,Fantasy,War",6.2,262978,Hans Matheson,Working,actor,110000000,106580051,330780051,Mar,2014,224200000
206,300: Rise of an Empire,"Action,Fantasy,War",6.2,262978,Frank Miller,Working,writer,110000000,106580051,330780051,Mar,2014,224200000
207,300: Rise of an Empire,"Action,Fantasy,War",6.2,262978,Zack Snyder,Working,writer,110000000,106580051,330780051,Mar,2014,224200000
208,300: Rise of an Empire,"Action,Fantasy,War",6.2,262978,Sullivan Stapleton,Working,actor,110000000,106580051,330780051,Mar,2014,224200000
209,300: Rise of an Empire,"Action,Fantasy,War",6.2,262978,Eva Green,Working,actress,110000000,106580051,330780051,Mar,2014,224200000
210,300: Rise of an Empire,"Action,Fantasy,War",6.2,262978,Noam Murro,Working,director,110000000,106580051,330780051,Mar,2014,224200000
211,31,"Horror,Thriller",5.1,15055,Malcolm McDowell,Working,actor,1500000,779820,922727,Oct,2016,142907
212,31,"Horror,Thriller",5.1,15055,Richard Brake,Working,actor,1500000,779820,922727,Oct,2016,142907
213,31,"Horror,Thriller",5.1,15055,Mike Elliott,Working,producer,1500000,779820,922727,Oct,2016,142907
214,31,"Horror,Thriller",5.1,15055,Andy Gould,Working,producer,1500000,779820,922727,Oct,2016,142907
215,31,"Horror,Thriller",5.1,15055,Sheri Moon Zombie,Working,actress,1500000,779820,922727,Oct,2016,142907
216,31,"Horror,Thriller",5.1,15055,Matthew Perniciaro,Working,producer,1500000,779820,922727,Oct,2016,142907
217,31,"Horror,Thriller",5.1,15055,Jeff Daniel Phillips,Working,actor,1500000,779820,922727,Oct,2016,142907
218,31,"Horror,Thriller",5.1,15055,Rob Zombie,Working,director,1500000,779820,922727,Oct,2016,142907
219,31,"Horror,Thriller",5.1,15055,Eddie Vaisman,Working,producer,1500000,779820,922727,Oct,2016,142907
220,31,"Horror,Thriller",5.1,15055,Michael Sherman,Working,producer,1500000,779820,922727,Oct,2016,142907
221,42,"Biography,Drama,Sport",7.5,77703,Harrison Ford,Working,actor,31000000,95020213,97470701,Apr,2013,2450488
222,42,"Biography,Drama,Sport",7.5,77703,Brian Helgeland,Working,director,31000000,95020213,97470701,Apr,2013,2450488
223,42,"Biography,Drama,Sport",7.5,77703,Mark Isham,Working,composer,31000000,95020213,97470701,Apr,2013,2450488
